"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Fan D.; Rees S.; Spitler J.","Fan, Denis (40561097300); Rees, Simon (7103148081); Spitler, Jeffrey (7004014855)","40561097300; 7103148081; 7004014855","Application of dynamic thermal networks to the modelling of foundation heat exchangers","2011","Proceedings of Building Simulation 2011: 12th Conference of International Building Performance Simulation Association","","","","2407","2414","7","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870206254&partnerID=40&md5=d8ffd1195b74bba8fff9f3ec233db46d","Conference paper","Final","","Scopus","2-s2.0-84870206254"
"Deng Z.; Rees S.J.; Spitler J.D.","Deng, Z. (36839216700); Rees, S.J. (7103148081); Spitler, J.D. (7004014855)","36839216700; 7103148081; 7004014855","A model for annual simulation of standing column well ground heat exchangers","2005","HVAC and R Research","11","4","","637","655","18","57","10.1080/10789669.2005.10391159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144479431&doi=10.1080%2f10789669.2005.10391159&partnerID=40&md5=040e9edd091607c1afa7c878c5df7299","Article","Final","","Scopus","2-s2.0-27144479431"
"Rees S.J.; Xiao D.; Spitler J.D.","Rees, Simon J. (7103148081); Xiao, Dongyi (9044087200); Spitler, Jeffrey D. (7004014855)","7103148081; 9044087200; 7004014855","An analytical verification test suite for building fabric models in whole building energy simulation programs","2002","ASHRAE Transactions","108 PART 1","","","30","42","12","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036274932&partnerID=40&md5=67e98d7e8fb96119f818db8d237143ab","Conference paper","Final","","Scopus","2-s2.0-0036274932"
"Shafagh I.; Rees S.; Mardaras I.U.; Janó M.C.; Carbayo M.P.","Shafagh, Ida (35171558200); Rees, Simon (7103148081); Mardaras, Iñigo Urra (56627691400); Janó, Marina Curto (57213521139); Carbayo, Merche Polo (57213521195)","35171558200; 7103148081; 56627691400; 57213521139; 57213521195","A model of a diaphragm wall ground heat exchanger","2020","Energies","13","2","300","","","","28","10.3390/en13020300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077810825&doi=10.3390%2fen13020300&partnerID=40&md5=a407086bb36a9b4c42431e1fa34d8805","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85077810825"
"Abdalla I.E.; Cook M.J.; Rees S.J.; Yang Z.","Abdalla, Ibrahim E. (55907724900); Cook, Malcolm J. (8088592400); Rees, Simon J. (7103148081); Yang, Zhiyin (57188594279)","55907724900; 8088592400; 7103148081; 57188594279","Large-eddy simulation of buoyancy-driven natural ventilation in an enclosure with a point heat source","2007","International Journal of Computational Fluid Dynamics","21","5-6","","231","245","14","15","10.1080/10618560701599710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448941391&doi=10.1080%2f10618560701599710&partnerID=40&md5=ccb7e3f4f64528c78769d952f983ce0d","Article","Final","","Scopus","2-s2.0-35448941391"
"Fan D.; Rees S.; Spitler J.","Fan, Denis (40561097300); Rees, Simon (7103148081); Spitler, Jeffrey (7004014855)","40561097300; 7103148081; 7004014855","Erratum to A dynamic thermal network approach to the modelling of Foundation Heat Exchangers (Journal of Building Performance Simulation, (2012), 10.1080/19401493.2012.696144)","2013","Journal of Building Performance Simulation","6","2","","156","","","0","10.1080/19401493.2012.725519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871097522&doi=10.1080%2f19401493.2012.725519&partnerID=40&md5=dba70e7c5855cdf783e9cd15ed08ccfb","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84871097522"
"Xiao D.; Spitler J.D.; Rees S.J.; Dougherty R.L.","Xiao, Dongyi (9044087200); Spitler, Jeffrey D. (7004014855); Rees, Simon J. (7103148081); Dougherty, Ronald L. (7102909295)","9044087200; 7004014855; 7103148081; 7102909295","Transient conduction analytical solutions for testing of building energy simulation programs","2005","Building Services Engineering Research and Technology","26","3","","229","247","18","3","10.1191/0143624405bt134oa","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144529568&doi=10.1191%2f0143624405bt134oa&partnerID=40&md5=98c1b1e45228e254f09bbc835e77a00e","Article","Final","","Scopus","2-s2.0-27144529568"
"Yavuzturk Cenk; Spitler Jeffrey D.; Rees Simon J.","Yavuzturk, Cenk (6603105852); Spitler, Jeffrey D. (7004014855); Rees, Simon J. (7103148081)","6603105852; 7004014855; 7103148081","A Transient two-dimensional finite volume model for the simulation of vertical U-tube ground heat exchangers","1999","ASHRAE Transactions","105","","","PART2/","","","199","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033319374&partnerID=40&md5=26d33de8e0dd9e1989ee1b77e6e7cfad","Conference paper","Final","","Scopus","2-s2.0-0033319374"
"Rees S.; Van Lysebetten G.","Rees, Simon (7103148081); Van Lysebetten, Gust (55631367800)","7103148081; 55631367800","A response factor approach to modelling long-term thermal behaviour of energy piles","2020","Computers and Geotechnics","120","","103424","","","","8","10.1016/j.compgeo.2019.103424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077926265&doi=10.1016%2fj.compgeo.2019.103424&partnerID=40&md5=e50d660cbf26c77ebcc727181eb0eb3f","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85077926265"
"Chiasson A.D.; Spitler J.D.; Rees S.J.","Chiasson, Andrew D. (6602877091); Spitler, Jeffrey D. (7004014855); Rees, Simon J. (7103148081)","6602877091; 7004014855; 7103148081","A model for simulating the performance of a pavement heating system as a supplemental heat rejecter with closed-loop ground-source heat pump systems","2000","Journal of Solar Energy Engineering, Transactions of the ASME","122","4","","183","191","8","72","10.1115/1.1330725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034313825&doi=10.1115%2f1.1330725&partnerID=40&md5=0d3b617a2e5bb71ff4bd1e1162f43562","Article","Final","","Scopus","2-s2.0-0034313825"
"Rees S.J.; Haves P.","Rees, Simon J. (7103148081); Haves, Philip (7004627488)","7103148081; 7004627488","An experimental study of air flow and temperature distribution in a room with displacement ventilation and a chilled ceiling","2013","Building and Environment","59","","","358","368","10","91","10.1016/j.buildenv.2012.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870416828&doi=10.1016%2fj.buildenv.2012.09.001&partnerID=40&md5=5d7bd8658cdad0a41eab63e3218257b4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84870416828"
"Firth S.K.; Lomas K.J.; Rees S.J.","Firth, S.K. (57196765409); Lomas, K.J. (6603702484); Rees, S.J. (7103148081)","57196765409; 6603702484; 7103148081","A simple model of PV system performance and its use in fault detection","2010","Solar Energy","84","4","","624","635","11","218","10.1016/j.solener.2009.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949261487&doi=10.1016%2fj.solener.2009.08.004&partnerID=40&md5=ba6a8425523b853652634a049022d10f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-77949261487"
"Shafagh I.; Shepley P.; Shepherd W.; Loveridge F.; Schellart A.; Tait S.; Rees S.J.","Shafagh, I. (35171558200); Shepley, P. (55919183600); Shepherd, W. (7004991538); Loveridge, F. (36101518200); Schellart, A. (8941139100); Tait, S. (7006613315); Rees, S.J. (7103148081)","35171558200; 55919183600; 7004991538; 36101518200; 8941139100; 7006613315; 7103148081","Thermal energy transfer around buried pipe infrastructure","2022","Geomechanics for Energy and the Environment","29","","100273","","","","11","10.1016/j.gete.2021.100273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119170148&doi=10.1016%2fj.gete.2021.100273&partnerID=40&md5=4652dbc060f44d5e7767c7a220159d33","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85119170148"
"Rees S.J.","Rees, Simon J. (7103148081)","7103148081","Advances in Ground-Source Heat Pump Systems","2016","Advances in Ground-Source Heat Pump Systems","","","","1","460","459","78","10.1016/C2014-0-03840-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008223866&doi=10.1016%2fC2014-0-03840-3&partnerID=40&md5=e0c50420f1e5af8cfa0dbb49d7ad9806","Book","Final","","Scopus","2-s2.0-85008223866"
"Chiasson Andrew D.; Rees Simon J.; Spitler Jeffrey D.","Chiasson, Andrew D. (6602877091); Rees, Simon J. (7103148081); Spitler, Jeffrey D. (7004014855)","6602877091; 7103148081; 7004014855","Preliminary assessment of the effects of groundwater flow on closed-loop ground-source heat pump systems","2000","ASHRAE Transactions","106","","","PA/","","","245","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033725398&partnerID=40&md5=9938926c9c241f6873394c546d49d84b","Conference paper","Final","","Scopus","2-s2.0-0033725398"
"Dadioti R.; Rees S.J.","Dadioti, Rallou (55907430200); Rees, Simon J. (7103148081)","55907430200; 7103148081","Validation of open source cfd applied to building external flows","2015","14th International Conference of IBPSA - Building Simulation 2015, BS 2015, Conference Proceedings","","","","826","833","7","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976351772&partnerID=40&md5=3011a3f79871de0ed421425191534383","Conference paper","Final","","Scopus","2-s2.0-84976351772"
"Rees S.J.; Spitler J.D.; Xiao X.","Rees, Simon J. (7103148081); Spitler, Jeffrey D. (7004014855); Xiao, Xia (55255062200)","7103148081; 7004014855; 55255062200","Transient analysis of snow-melting system performance","2002","ASHRAE Transactions","108 PART 2","","","406","423","17","82","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036459265&partnerID=40&md5=d474368c7e72e36a29b755bd6d9ad249","Conference paper","Final","","Scopus","2-s2.0-0036459265"
"Rees S.J.","Rees, S.J. (7103148081)","7103148081","Horizontal and compact ground heat exchangers","2016","Advances in Ground-Source Heat Pump Systems","","","","117","156","39","6","10.1016/B978-0-08-100311-4.00005-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008201507&doi=10.1016%2fB978-0-08-100311-4.00005-4&partnerID=40&md5=1a6ec2dfbe1be923db39b3e4f3402881","Book chapter","Final","","Scopus","2-s2.0-85008201507"
"Rees S.J.","Rees, Simon J (7103148081)","7103148081","Looking forward to UK low-carbon heating","2019","Building Services Engineering Research and Technology","40","6","","665","668","3","1","10.1177/0143624419877750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073672243&doi=10.1177%2f0143624419877750&partnerID=40&md5=e7185bf2e0c80440e9afa3d51e6853be","Editorial","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85073672243"
"Rees S.J.; Fan D.","Rees, Simon J. (7103148081); Fan, Denis (40561097300)","7103148081; 40561097300","A numerical implementation of the Dynamic Thermal Network method for long time series simulation of conduction in multi-dimensional non-homogeneous solids","2013","International Journal of Heat and Mass Transfer","61","1","","475","489","14","14","10.1016/j.ijheatmasstransfer.2013.02.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874844197&doi=10.1016%2fj.ijheatmasstransfer.2013.02.016&partnerID=40&md5=5929352b035460dee139ba703cad0005","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84874844197"
